id,name,lat,lon,satellite_view mapbox,dominant_orchidee_pft,orchidee_frac,dominant_generic_pft,generic_pft_frac,confidence_flag,quality_flag_obs_model,soil_type,remarques,sources,dataset,year_fluxnet2007,year_fluxnet2015,year_plumber2,year_sifmip2,year_warmwinter2020,igbp (from orchidas site list),years_amf_base,,,years_amf_fluxnet
IT-SRo,San Rossore,43.727900,10.284400,N/A,PFT04,"PFT4(0.85),PFT6(0.05),PFT10(0.1)",TrNeEv,"TrNeEv(0.85), NatGrC3(0.10), TrBrDe(0.05)",B,A2,N/A,"ENF / 10 km E of Pisa, evergreen needleleaf forest, mediterranean climate",https://fluxnet.org/sites/siteinfo/IT-SRo,"fluxnet2007, fluxnet2015",1999-2006,1999-2012,2003-2012,N/A,N/A,ENF,,,,
IT-Tor,Torgnon,45.844400,7.578100,N/A,PFT15,"PFT15(0.90), PFT7(0.10)",NatGrC3,"NatGrC3(0.90), TrNeEv(0.10)",A,A2,N/A,frac_300m & infos site,https://meta.icos-cp.eu/resources/stations/ES_IT-Tor & https://fluxnet.org/sites/siteinfo/IT-Tor,"fluxnet2015, warmwinter2020",N/A,2008-2014,N/A,N/A,2008-2019,GRA,,,,
JP-MBF,Moshiri Birch Forest Site,44.386900,142.318600,N/A,PFT06,"PFT6(0.85), PFT10(0.15)",TrBrDe,"TrBrDe(0.85), NatGrC3(0.15)",A,C2,N/A,DBF / birch forest / temp_cool climate,https://asiaflux.net/index.php?page_id=78 & https://fluxnet.org/sites/siteinfo/JP-MBF,fluxnet2015,N/A,2003-2005,N/A,N/A,N/A,DBF,,,,
JP-SMF,Seto Mixed Forest Site,35.261700,137.078800,N/A,PFT05,"PFT5(0.65), PFT6(0.3), PFT10(0.05)",TrBrEv,"TrBrEv(0.65), TrBrDe(0.30), NatGrC3(0.05)",A,B2,N/A,"MF, Mixed forest, Secondary evergreen broadleaved forest / Domestic species (Overstory): Ilex pedunculosa, Symplocos prunifolia, Quercus serrata, Evodiopanax innovans
 Dominant species (Understory): Dicranopteris pedata, Eurya japonica, Osmanthus heterophyllus",asiaflux.net/index.php?page_id=104,fluxnet2015,N/A,2002-2006,2003-2006,N/A,N/A,MF,,,,
NL-Ca1,Cabauw,51.971000,4.927000,N/A,PFT10,PFT10(1.00),NatGrC3,NatGrC3(1.00),A,A3,N/A,GRA,https://www.europe-fluxdata.eu/home/site-details?id=NL-Ca1,fluxnet2007,2003-2006,N/A,2003-2006,N/A,N/A,GRA,,,,
NL-Haa,Haastrecht,52.003100,4.805500,N/A,PFT10,PFT10(1.00),NatGrC3,NatGrC3(1.00),B,D3,N/A,N/A,https://www.europe-fluxdata.eu/home/site-details?id=NL-haa,fluxnet2007,2003-2004,N/A,N/A,N/A,N/A,GRA,,,,
NL-Hor,Horstermeer,52.240300,5.071300,N/A,PFT10,PFT10(1.00),NatGrC3,NatGrC3(1.00),N/A,,N/A,eviter : grassland/wetland,https://fluxnet.org/doi/FLUXNET-CH4/NL-Hor &  https://fluxnet.org/sites/siteinfo/NL-Hor,"fluxnet2007, fluxnet2015",2004-2006,2004-2011,2008-2011,N/A,N/A,GRA,,,,
NL-Lan,Langerak,51.953600,4.902900,N/A,PFT12,PFT12(1.00),CropsC3,CropsC3(1.00),B,C2,N/A,CRO,https://www.europe-fluxdata.eu/home/site-details?id=NL-lan,fluxnet2007,2005-2006,N/A,N/A,N/A,N/A,CRO,,,,
NL-Loo,Loobos,52.166600,5.743600,N/A,PFT04,"PFT4(0.80), PFT10(0.20)",TrNeEv,"TrNeEv(0.80), NatGrC3(0.20)",A,A2,N/A,ENF,https://fluxnet.org/sites/siteinfo/NL-Loo,"fluxnet2007, fluxnet2015",1996-2006,1996-2013,1997-2013,N/A,N/A,ENF,,,,
NL-Lut,Lutjewad,53.398900,6.356000,N/A,PFT12,"PFT12(0.80), PFT13(0.20)",CropsC3,"CropsC3(0.80), CropsC4(0.20)",C,B3,N/A,CRO,https://www.europe-fluxdata.eu/home/site-details?id=NL-lut,fluxnet2007,2006-2006,N/A,N/A,N/A,N/A,CRO,,,,
NL-Mol,Molenweg,51.650000,4.639000,N/A,PFT12,"PFT12(0.65), PFT13(0.35)",CropsC3,"CropsC3(0.65), CropsC4(0.35)",C,D2,N/A,N/A,https://www.europe-fluxdata.eu/home/site-details?id=NL-Mol,fluxnet2007,2005-2006,N/A,N/A,N/A,N/A,CRO,,,,
PL-wet,Polwet,52.762200,16.309400,N/A,PFT10,"PFT4(0.20), PFT10(0.80)",NatGrC3,"NatGrC3(0.80), TrNeEv(0.20)",N/A,,N/A,éviter : wetland,https://www.europe-fluxdata.eu/home/site-details?id=PL-wet,fluxnet2007,2004-2005,N/A,2004-2005,N/A,N/A,WET,,,,
PT-Esp,Espirra,38.639400,-8.601800,N/A,PFT05,"PFT5(0.8),PFT10(0.2)",TrBrEv,"TrBrEv(0.80), NatGrC3(0.20)",C,B3,N/A,EBF,https://www.europe-fluxdata.eu/home/site-details?id=PT-Esp,fluxnet2007,2002-2006,N/A,2002-2004,N/A,N/A,EBF,,,,
PT-Mi1,Mitra (Evora),38.540700,-8.000400,N/A,PFT05,"PFT5(0.6), PFT10(0.3), PFT1(0.1)",TrBrEv,"TrBrEv(0.60), NatGrC3(0.30), BS(0.10)",B,B3,N/A,N/A,https://www.europe-fluxdata.eu/home/site-details?id=PT-Mi1,fluxnet2007,2003-2005,N/A,2005-2005,N/A,N/A,EBF,,,,
PT-Mi2,Mitra IV Tojal,38.476500,-8.024600,N/A,PFT10,"PFT10(0.9), PFT1(0.1)",NatGrC3,"NatGrC3(0.90), BS(0.10)",B,B3,N/A,N/A,https://www.europe-fluxdata.eu/home/site-details?id=PT-Mi2,fluxnet2007,2004-2006,N/A,2005-2006,N/A,N/A,GRA,,,,
RU-Che,Cherski,68.613000,161.341400,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,eviter : wetland,https://fluxnet.org/sites/siteinfo/RU-Che,fluxnet2015,N/A,2002-2005,2003-2004,N/A,N/A,WET,,,,
RU-Cok,Chokurdakh,70.829100,147.494300,N/A,PFT15,"PFT15(0.75), PFT9(0.15), PFT1(0.1)",NatGrC3,"NatGrC3(0.75), ShNeDe(0.15), BS(0.10)",B,D3,N/A,OSH,https://fluxnet.org/sites/siteinfo/RU-Cok,"fluxnet2007, fluxnet2015",2003-2005,2003-2014,N/A,N/A,N/A,OSH,,,,
RU-Fy2,Fyodorovskoye dry spruce stand,56.447600,32.901900,N/A,PFT04,"PFT4(0.90), PFT15(0.10)",TrNeEv,"TrNeEv(0.90), NatGrC3(0.10)",B,A2,N/A,infos site (dry spruce) / maybe PFT07,https://fluxnet.org/sites/siteinfo/RU-Fy2 & https://meta.icos-cp.eu/resources/stations/FLUXNET_RU-Fy2,warmwinter2020,N/A,N/A,N/A,N/A,2015-2020,N/A,,,,
RU-Fyo,Fyodorovskoye,56.461500,32.922100,N/A,PFT04,"PFT4(0.80), PFT6(0.10), PFT15(0.10)",TrNeEv,"TrNeEv(0.80), NatGrC3(0.10), TrBrDe(0.10)",B,A2,N/A,infos site (spruce & birch) / maybe PFT07,https://fluxnet.org/sites/siteinfo/RU-Fyo & http://www.europe-fluxdata.eu/home/site-details?id=RU-Fyo & https://meta.icos-cp.eu/resources/stations/FLUXNET_RU-Fyo,"fluxnet2007, fluxnet2015, warmwinter2020",1998-2004,1998-2014,2003-2014,N/A,1998-2019,ENF,,,,
RU-Ha1,Hakasia steppe,54.725200,90.002200,N/A,PFT15,"PFT15(0.95), PFT1(0.05)",NatGrC3,"NatGrC3(0.95), BS(0.05)",B,C2,N/A,GRA,https://fluxnet.org/sites/siteinfo/RU-Ha1,"fluxnet2007, fluxnet2015",2002-2004,2002-2004,N/A,N/A,N/A,GRA,,,,
RU-Ha2,Ubs Nur- Hakasija-recovering grassland,54.773100,89.956700,N/A,PFT15,"PFT15(0.90), PFT1(0.1)",NatGrC3,"NatGrC3(0.90), BS(0.10)",C,D3,N/A,GRA,https://www.europe-fluxdata.eu/home/site-details?id=ru-ha2,fluxnet2007,2002-2003,N/A,N/A,N/A,N/A,GRA,,,,
RU-Ha3,Ubs Nur-Hakasija- Site 3,54.70455,90.07785,N/A,PFT15,PFT15(1.0),NatGrC3,NatGrC3(1.00),B,C3,N/A,GRA,https://www.europe-fluxdata.eu/home/site-details?id=ru-ha3,fluxnet2007,2004-2004,N/A,N/A,N/A,N/A,GRA,,,,
RU-Zot,Zotino,60.800800,89.350800,N/A,PFT07,"PFT7(0.8), PFT15(0.1), PFT1(0.1)",TrNeEv,"TrNeEv(0.80), BS(0.10), NatGrC3(0.10)",B,C3,N/A,WSA,https://www.europe-fluxdata.eu/home/site-details?id=RU-Zot,fluxnet2007,2002-2004,N/A,2003-2003,N/A,N/A,ENF,,,,
SD-Dem,Demokeya,13.282900,30.478300,N/A,PFT11,"PFT11(0.90), PFT3(0.1)",NatGrC4,"NatGrC4(0.90), TrBrDe(0.10)",A,C4,N/A,SAV,https://fluxnet.org/doi/FLUXNET2015/SD-Dem & https://www.europe-fluxdata.eu/home/site-details?id=sd-dem,fluxnet2015,N/A,2005-2009,2005-2009,N/A,N/A,SAV,,,,
SE-Deg,Degero,64.182000,19.556500,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,éviter : wetland / tourbières,https://meta.icos-cp.eu/resources/stations/ES_SE-Deg,"fluxnet2007, warmwinter2020",2001-2005,N/A,2002-2005,N/A,2001-2020,GRA,,,,
SE-Faj,Fajemyr (NECC),56.265500,13.553500,N/A,PFT10,"PFT4(0.35), PFT10(0.65)",NatGrC3,"NatGrC3(0.65), TrNeEv(0.35)",N/A,,N/A,eviter : wetland,https://www.europe-fluxdata.eu/home/site-details?id=SE-Faj,fluxnet2007,2005-2006,N/A,N/A,N/A,N/A,WET,,,,
SE-Fla,Flakaliden,64.112800,19.456900,N/A,PFT07,"PFT7(0.85), PFT15(0.15)",TrNeEv,"TrNeEv(0.85), NatGrC3(0.15)",A,C3,N/A,norway spruce,https://www.europe-fluxdata.eu/home/site-details?id=SE-Fla & https://academic.oup.com/treephys/article/33/11/1123/1709008?login=false,fluxnet2007,1996-2002,N/A,N/A,N/A,N/A,ENF,,,,
SE-Htm,Hyltemossa,56.097600,13.419000,N/A,PFT04,"PFT4(0.80), PFT6(0.10), PFT10(0.10)",TrNeEv,"TrNeEv(0.80), NatGrC3(0.10), TrBrDe(0.10)",A,A2,N/A,frac_300m & infos site verifier attributions especes a PFT4: Picea abies (L.) H.Karst (Norway spruce) + Pinus sylvestris L. (Scots pine),https://meta.icos-cp.eu/resources/stations/ES_SE-Htm & https://www.icos-sweden.se/hyltemossa,warmwinter2020,N/A,N/A,N/A,N/A,2015-2020,N/A,,,,
SE-Nor,Norunda,60.086500,17.479500,N/A,PFT04,"PFT4(0.80), PFT6(0.10), PFT10(0.10)",TrNeEv,"TrNeEv(0.80), NatGrC3(0.10), TrBrDe(0.10)",A,A2,N/A,N/A,https://meta.icos-cp.eu/resources/stations/ES_SE-Nor & https://www.icos-cp.eu/sites/default/files/cmis/SE-Nor%20ICOS%20Ecosystem%20Station%20Labelling%20Report.pdf & https://egusphere.copernicus.org/preprints/2023/egusphere-2023-994/egusphere-2023-994.pdf,"fluxnet2007, warmwinter2020",1996-2005,N/A,N/A,N/A,2014-2020,ENF,,,,
SE-Ros,Rosinedal-3,64.172500,19.738000,N/A,PFT07,"PFT7(0.85), PFT15(0.15)",TrNeEv,"TrNeEv(0.85), NatGrC3(0.15)",A,A3,N/A,N/A,http://www.europe-fluxdata.eu/home/site-details?id=SE-Ros & https://egusphere.copernicus.org/preprints/2023/egusphere-2023-994/egusphere-2023-994.pdf,warmwinter2020,N/A,N/A,N/A,N/A,2014-2020,N/A,,,,
SE-Sk1,Skyttorp1 young,60.125000,17.918100,N/A,PFT04,"PFT4(0.7), PFT10(0.3)",TrNeEv,"TrNeEv(0.70), NatGrC3(0.30)",B,A3,N/A,ENF,https://www.europe-fluxdata.eu/home/site-details?id=SE-sk1,fluxnet2007,2005-2005,N/A,N/A,N/A,N/A,ENF,,,,
SE-Sk2,Skyttorp,60.129700,17.840100,N/A,PFT04,"PFT4(0.8), PFT10(0.2)",TrNeEv,"TrNeEv(0.80), NatGrC3(0.20)",B,B3,N/A,ENF,https://www.europe-fluxdata.eu/home/site-details?id=SE-sk2,fluxnet2007,2004-2005,N/A,N/A,N/A,N/A,ENF,,,,
SE-Svb,Svartberget,64.256100,19.774500,N/A,PFT07,"PFT7(0.85), PFT15(0.15)",TrNeEv,"TrNeEv(0.85), NatGrC3(0.15)",A,B2,N/A,N/A,https://meta.icos-cp.eu/resources/stations/ES_SE-Svb & https://www.icos-sweden.se/Svartberget & https://egusphere.copernicus.org/preprints/2023/egusphere-2023-994/egusphere-2023-994.pdf,warmwinter2020,N/A,N/A,N/A,N/A,2014-2020,N/A,,,,
SK-Tat,Tatra,49.120800,20.163500,N/A,PFT07,"PFT7(0.85), PFT15(0.15)",TrNeEv,"TrNeEv(0.85), NatGrC3(0.15)",B,D3,N/A,ENF,https://www.europe-fluxdata.eu/home/site-details?id=sk-tat,fluxnet2007,2005-2005,N/A,N/A,N/A,N/A,ENF,,,,
SN-Dhr,Dahra,15.402800,-15.432200,N/A,PFT01,"PFT1(0.6), PFT3(0.2), PFT11(0.2)",BS,"BS(0.60), NatGrC4(0.20), TrBrDe(0.20)",C,,N/A,SAV,https://fluxnet.org/sites/siteinfo/SN-Dhr,fluxnet2015,N/A,2010-2013,N/A,N/A,N/A,SAV,,,,
UK-AMo,Auchencorth Moss- Scotland,55.792545,-3.2436917,N/A,PFT10,PFT10(1),NatGrC3,NatGrC3(1.00),N/A,,N/A,"eviter  : Wetland / micro-topography consisting of hummocks and hollows. Hummocks are relatively small in size (typically 40 cm in diameter and 30 cm in height) and covered by either a mix of Deschampsia flexuosa (L.) Trin. and Eriophorum vaginatum L., or Juncus effusus L.. In contrast, hollows are dominated by mosses (Sphagnum papillosum Lindb. and Polytrichum commune Hedw.) and a layer of grasses.",https://meta.icos-cp.eu/resources/stations/ES_UK-AMo https://www.flickr.com/photos/icos_ri/albums/72157687594054712/,fluxnet2007,2005-2005,N/A,N/A,N/A,N/A,WET,,,,
UK-EBu,Easter Bush- Scotland,55.866000,-3.205800,N/A,PFT10,"PFT10(0.9), PFT6(0.1)",NatGrC3,"NatGrC3(0.90), TrBrDe(0.10)",B,C3,N/A,GRA,https://www.europe-fluxdata.eu/home/site-details?id=UK-EBu,fluxnet2007,2004-2006,N/A,N/A,N/A,N/A,GRA,,,,
UK-ESa,East Saltoun,55.906900,-2.858600,N/A,PFT12,PFT12(1.00),CropsC3,CropsC3(1.00),C,B3,N/A,CRO,https://www.europe-fluxdata.eu/home/site-details?id=UK-esa,fluxnet2007,2003-2005,N/A,N/A,N/A,N/A,CRO,,,,
UK-Gri,Griffin- Aberfeldy-Scotland,56.607200,-3.798100,N/A,PFT04,"PFT4(0.85), PFT10(0.15)",TrNeEv,"TrNeEv(0.85), NatGrC3(0.15)",A,C2,N/A,ENF,https://www.europe-fluxdata.eu/home/site-details?id=UK-Gri,fluxnet2007,1997-2006,N/A,2000-2001,N/A,N/A,ENF,,,,
UK-Ham,Hampshire,51.153500,-0.858300,N/A,PFT06,"PFT6(0.85), PFT10(0.15)",TrBrDe,"TrBrDe(0.85), NatGrC3(0.15)",A,A2,N/A,DBF,https://www.europe-fluxdata.eu/home/site-details?id=UK-ham,fluxnet2007,2004-2005,N/A,2004-2004,N/A,N/A,DBF,,,,
UK-Her,Hertfordshire,51.783800,-0.476100,N/A,PFT12,PFT12(1.00),CropsC3,CropsC3(1.00),B,,N/A,CRO,https://www.europe-fluxdata.eu/home/site-details?id=UK-Her,fluxnet2007,2006-2006,N/A,N/A,N/A,N/A,CRO,,,,
UK-PL3,Pang/ Lambourne (forest),51.450000,-1.266700,N/A,PFT06,"PFT6(0.9),PFT10(0.1)",TrBrDe,"TrBrDe(0.90), NatGrC3(0.10)",B,A3,N/A,DBF,https://www.europe-fluxdata.eu/home/site-details?id=UK-PL3,fluxnet2007,2005-2006,N/A,2005-2006,N/A,N/A,DBF,,,,
UK-Tad,Tadham Moor,51.207100,-2.828600,N/A,PFT10,PFT10(1.00),NatGrC3,NatGrC3(1.00),A,A3,N/A,GRA,https://www.europe-fluxdata.eu/home/site-details?id=UK-Tad,fluxnet2007,2001-2001,N/A,N/A,N/A,N/A,GRA,,,,
US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,36.426700,-99.420000,N/A,PFT10,"PFT10(0.65), PFT11(0.35)",NatGrC3,"NatGrC3(0.65), NatGrC4(0.35)",A,A3,N/A,"GRA / The site is on a former native prairie that is in the process of changing to switchgrass / In Spring 2009, the former native prairie site was burned, cattle were put on the pasture to graze down emergent grass, and broadleaf herbicide was sprayed. In Summer 2009, the cattle were removed from the pasture, and the site was sprayed with herbicide to kill all grass. In Spring 2010, prior to the planting of switchgrass, final herbicide was sprayed to kill cheat grass and to control broadleaf plants.",https://ameriflux.lbl.gov/sites/siteinfo/US-AR1,fluxnet2015,N/A,2009-2012,2010-2012,N/A,N/A,GRA,,,,
US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,36.635800,-99.597500,N/A,PFT10,"PFT10(0.65), PFT11(0.35)",NatGrC3,"NatGrC3(0.65), NatGrC4(0.35)",A,B3,N/A,"GRA / The site is on a former wheat field that is in the process of changing to switchgrass / Previous wheat was planted in Fall 2008. In Spring 2009, herbicide was applied to kill the wheat prior to switchgrass planting. Later in the year, the site was sprayed with post-emergence herbicide. In 2010, fertilization occurred before herbicide was sprayed for broadleaf control.",https://ameriflux.lbl.gov/sites/siteinfo/US-AR2,fluxnet2015,N/A,2009-2012,2010-2011,N/A,N/A,GRA,,,,
US-ARb,ARM Southern Great Plains burn site- Lamont,35.549700,-98.040200,N/A,PFT10,"PFT10(0.60), PFT11(0.40)",NatGrC3,"NatGrC3(0.60), NatGrC4(0.40)",B,B3,N/A,"pas sûr de la proportion c4/c3 // GRA / located in the native tallgrass prairies of the USDA Grazinglands Research Laboratory near El Reno, OK / US-ARb plot was burned on 2005/03/08",https://ameriflux.lbl.gov/sites/siteinfo/US-ARb,fluxnet2015,N/A,2005-2006,N/A,N/A,N/A,GRA,,,,
US-ARc,ARM Southern Great Plains control site- Lamont,35.546500,-98.040000,N/A,PFT10,"PFT10(0.60), PFT11(0.40)",NatGrC3,"NatGrC3(0.60), NatGrC4(0.40)",B,B2,N/A,"pas sûr de la proportion c4/c3 // GRA / located in the native tallgrass prairies of the USDA Grazinglands Research Laboratory near El Reno, OK / US-ARc unburned plot are used as the experimental control.",https://ameriflux.lbl.gov/sites/siteinfo/US-ARc,fluxnet2015,N/A,2005-2006,N/A,N/A,N/A,GRA,,,,
US-ARM,ARM Southern Great Plains site- Lamont,36.605800,-97.488800,N/A,PFT12,"PFT12(0.75), PFT13(0.25)",CropsC3,"CropsC3(0.75), CropsC4(0.25)",A,A3,N/A,"CRO / Central facility tower crop field (winter wheat, corn, soy, alfalfa). (c3 crops and corn is c4)",https://ameriflux.lbl.gov/sites/siteinfo/US-ARM,"fluxnet2007, fluxnet2015",2003-2006,2003-2012,2003-2012,N/A,N/A,CRO,,,,
US-Aud,AZ - Audubon Research Ranch,31.590700,-110.510000,N/A,PFT10,"PFT10(0.6), PFT11(0.3), PFT5(0.1)",NatGrC3,"NatGrC3(0.60), NatGrC4(0.30), TrBrEv(0.10)",B,B3,N/A,GRA / C4 ? C3 ?,https://ameriflux.lbl.gov/sites/siteinfo/US-Aud,fluxnet2007,2002-2006,N/A,2003-2005,N/A,N/A,GRA,,,,
US-Bar,NH - Bartlett Experimental Forest,44.064600,-71.288100,N/A,PFT06,"PFT6(0.8), PFT4(0.1), PFT15(0.1)",TrBrDe,"TrBrDe(0.80), NatGrC3(0.10), TrNeEv(0.10)",B,A3,N/A,"DBF / At lowto mid-elevation, vegetation is dominated by northern hardwoods (American beech, Fagus grandifolia; sugar maple, Acer saccharum; yellow birch, Betula alleghaniensis; with some red maple, Acer rubrum and paper birch, Betula papyrifera). Conifers (eastern hemlock, Tsuga canadensis; eastern white pine, Pinus strobus; red spruce, Picea rubens) are occasionally found intermixed with the more abundant deciduous species but are generally confined to the highest (red spruce) and lowest (hemlock and pine) elevations",https://ameriflux.lbl.gov/sites/siteinfo/US-Bar,fluxnet2007,2004-2005,N/A,2005-2005,N/A,N/A,DBF,,,,
US-Bkg,SD - Brookings,44.345300,-96.836200,N/A,PFT10,"PFT10(0.80), PFT11(0.20)",NatGrC3,"NatGrC3(0.80), NatGrC4(0.20)",A,B2,N/A,GRA / mixture of C3 and C4 species actively used for grazing.,https://ameriflux.lbl.gov/sites/siteinfo/US-Bkg,fluxnet2007,2004-2006,N/A,2005-2006,N/A,N/A,GRA,,,,
US-Blo,Blodgett Forest,38.895300,-120.632800,N/A,PFT04,"PFT4(0.85), PFT5(0.05), PFT10(0.1)",TrNeEv,"TrNeEv(0.85), NatGrC3(0.10), TrBrEv(0.05)",A,B3,N/A,"ENF / The plantation is relatively flat, and contains a homogenous mixture of evenly aged ponderosa pine with other trees and shrubs scattered throughout the ecosystem making up less than 30% of the biomass",https://ameriflux.lbl.gov/sites/siteinfo/US-Blo,"fluxnet2007, fluxnet2015",1997-2006,1997-2007,2000-2006,N/A,N/A,ENF,,,,
US-Bo1,IL - Bondville,40.006200,-88.290400,N/A,PFT12,"PFT12(0.50), PFT13(0.50)",CropsC3,"CropsC3(0.50), CropsC4(0.50)",N/A,,N/A,eviter : CRO / Annual rotation between corn (C4) and soybeans (C3).,https://ameriflux.lbl.gov/sites/siteinfo/US-Bo1,fluxnet2007,1996-2007,N/A,1997-2006,N/A,N/A,CRO,,,,
US-BZS,Bonanza Creek Black Spruce,64.6963,-148.3235,,PFT07,"PFT7(0.8), PFT15(0.2)",TrNeEv,"TrNeEv(0.80), NatGrC3(0.20)",B,B3,,ENF,https://doi.org/10.17190/AMF/1881572,,,,,,,,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",,,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"
US-Cop,Corral Pocket,38.090000,-109.390000,N/A,PFT10,"PFT10(0.75),PFT11(0.25)",NatGrC3,"NatGrC3(0.75), NatGrC4(0.25)",A,C3,N/A,"GRA / Vegetation is primarily native perennial C3/C4 grasses with annual ground converge ranging from 8-35%. Leaving the remaining 0-15% coverage to interspersed annual grasses, the remaining 0-15% coverage is occupied by annual grasses. 6-8 weeks during the late fall or winter, Livestock grazing is responsible for the majority of aboveground vegetation loss and subsequent high variability of ground coverage.",https://ameriflux.lbl.gov/sites/siteinfo/US-Cop,fluxnet2015,N/A,2001-2007,2002-2003,N/A,N/A,GRA,,,,
US-FPe,MT - Fort Peck,48.307700,-105.101900,N/A,PFT10,PFT10(1.00),NatGrC3,NatGrC3(1.00),A,B3,N/A,GRA,https://ameriflux.lbl.gov/sites/siteinfo/US-Fpe,fluxnet2007,2000-2006,N/A,2000-2006,N/A,N/A,GRA,,,,
US-GBT,GLEES Brooklyn Tower,41.365800,-106.239700,N/A,PFT07,"PFT7(0.6), PFT15(0.4)",TrNeEv,"TrNeEv(0.60), NatGrC3(0.40)",N/A,,N/A,"eviter : ENF / US-GBT has been incorporated into the US-GLE dataset, making this site obsolete. All future downloads and publications should refer to US-GLE",https://ameriflux.lbl.gov/sites/siteinfo/US-GBT,fluxnet2015,N/A,1999-2006,N/A,N/A,N/A,ENF,,,,
US-GLE,GLEES,41.366500,-106.239900,N/A,PFT07,"PFT7(0.8), PFT15(0.2)",TrNeEv,"TrNeEv(0.80), NatGrC3(0.20)",A,B3,N/A,ENF /,https://ameriflux.lbl.gov/sites/siteinfo/US-GLE https://phenocam.nau.edu/webcam/sites/glees/ https://research.fs.usda.gov/rmrs/forestsandranges/locations/glees,fluxnet2015,N/A,2004-2014,2009-2014,N/A,N/A,ENF,,,,
US-Goo,Goodwin Creek,34.254700,-89.873500,N/A,PFT10,"PFT10(0.55), PFT11(0.45)",NatGrC3,"NatGrC3(0.55), NatGrC4(0.45)",A,A2,N/A,GRA,https://ameriflux.lbl.gov/sites/siteinfo/US-Goo,fluxnet2007,2002-2006,N/A,2004-2006,N/A,N/A,GRA,,,,
US-Ha1,Harvard Forest EMS Tower (HFR1),42.537800,-72.171500,N/A,PFT06,"PFT6(0.9), PFT10(0.1)",TrBrDe,"TrBrDe(0.90), NatGrC3(0.10)",A,A2,N/A,"pas sûr PFT10/15 ? // DBF / predominantly red oak and red maple, with patches of mature hemlock stand and individual white pine",https://ameriflux.lbl.gov/sites/siteinfo/US-Ha1 / https://phenocam.nau.edu/webcam/sites/harvard/,"fluxnet2007, fluxnet2015",1991-2006,1991-2012,1992-2012,N/A,N/A,DBF,,,,
